taxon,lfc_(Intercept),lfc_GroupPLE,se_(Intercept),se_GroupPLE,W_(Intercept),W_GroupPLE,p_(Intercept),p_GroupPLE,q_(Intercept),q_GroupPLE,diff_(Intercept),diff_GroupPLE,passed_ss_(Intercept),passed_ss_GroupPLE
 s__Atopobium_deltae,0.838266059,-0.356563998,NA,0.257791663,NA,-1.383147906,1,0.173444045,1,1,FALSE,FALSE,FALSE,FALSE
 s__NM07-P-09_sp004793925,1.058591115,-0.789967403,NA,0.156673738,NA,-5.042117532,1,0.001492939,1,1,FALSE,FALSE,FALSE,FALSE
 s__Olsenella_umbonata,0.514617234,0.218503162,NA,0.296559241,NA,0.736794315,1,0.465343427,1,1,FALSE,FALSE,FALSE,FALSE
 s__Olsenella_E_mediterranea,0.469619139,0.144083767,NA,0.133434997,NA,1.079804923,1,0.321710999,1,1,FALSE,FALSE,FALSE,TRUE
 s__[Atopobiaceae_Jenna_p2_metabat2_low_PE.018.contigs],NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE
 s__Collinsella_aerofaciens_A,0.00055174,0.768826593,NA,0.18488188,NA,4.158474549,1,0.004249847,1,1,FALSE,FALSE,TRUE,TRUE
 s__Collinsella_aerofaciens_F,0.117143857,0.664945068,NA,0.304760666,NA,2.181859872,1,0.035054181,1,1,FALSE,FALSE,TRUE,TRUE
 s__Collinsella_bouchesdurhonensis,0.068459877,0.536202202,NA,0.13912058,NA,3.854226316,1,0.006258093,1,1,FALSE,FALSE,FALSE,TRUE
 s__Collinsella_intestinalis,0.637374965,-0.015803558,NA,0.565804262,NA,-0.02793114,1,0.977826085,1,1,FALSE,FALSE,TRUE,TRUE
 s__Collinsella_tanakaei,0.289567553,0.483659751,NA,0.248704373,NA,1.944717517,1,0.063140776,1,1,FALSE,FALSE,FALSE,TRUE
 s__Other_25,0.712244108,-0.246983203,NA,0.214240692,NA,-1.152830497,1,0.267021088,1,1,FALSE,FALSE,FALSE,FALSE
 s__Enorma_massiliensis,0.388130156,0.061052146,NA,0.146545871,NA,0.416607751,1,0.694245973,1,1,FALSE,FALSE,FALSE,TRUE
 s__Other_26,0.64756689,-0.328210041,NA,0.140039501,NA,-2.343696159,1,0.051563663,1,1,FALSE,FALSE,FALSE,TRUE
 s__Other_27,0.684407347,-0.354218061,NA,0.124018034,NA,-2.856181875,1,0.02894612,1,1,FALSE,FALSE,FALSE,TRUE
 s__Adlercreutzia_caecimuris,0.694610049,-0.26874101,NA,0.112576292,NA,-2.387190104,1,0.062605054,1,1,FALSE,FALSE,FALSE,TRUE
 s__Other_28,0.323163812,0.162058346,NA,0.27504404,NA,0.589208717,1,0.571980094,1,1,FALSE,FALSE,TRUE,TRUE
 s__Eggerthella_lenta,0.305394353,0.426185481,NA,0.218632836,NA,1.94932056,1,0.071580427,1,1,FALSE,FALSE,FALSE,TRUE
 s__Ellagibacter_isourolithinifaciens,0.683126346,-0.265637408,NA,0.13843646,NA,-1.918839929,1,0.08721841,1,1,FALSE,FALSE,FALSE,FALSE
 s__Gordonibacter_urolithinfaciens,-0.245028285,0.77183463,NA,0.163935682,NA,4.708155174,1,0.002187577,1,1,FALSE,FALSE,FALSE,TRUE
 s__Paraeggerthella_hongkongensis,0.308053539,0.129986561,NA,0.130453485,NA,0.996420762,1,0.352235043,1,1,FALSE,FALSE,FALSE,TRUE
 s__Paraeggerthella_hongkongensis_A,0.333793993,0.17770604,NA,0.171222829,NA,1.037864177,1,0.318253222,1,1,FALSE,FALSE,FALSE,TRUE
 s__Senegalimassilia_anaerobia,NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,FALSE,TRUE
 s__Senegalimassilia_faecalis,0.124210714,0.419725411,NA,0.209581329,NA,2.002685136,1,0.068332299,1,1,FALSE,FALSE,TRUE,TRUE
 s__Other_34,0.633663364,-0.187101883,NA,0.108946043,NA,-1.717381169,1,0.120037201,1,1,FALSE,FALSE,FALSE,FALSE
 s__Alloprevotella_rava,0.771926818,-0.288055151,NA,0.125300566,NA,-2.298913413,1,0.034461697,1,1,FALSE,FALSE,FALSE,FALSE
 s__Alloprevotella_tannerae,0.659508375,-0.245287473,NA,0.129116493,NA,-1.899737723,1,0.094005863,1,1,FALSE,FALSE,FALSE,FALSE
 s__Bacteroides_acidifaciens,0.846637717,-0.516574231,NA,0.188780254,NA,-2.736378515,1,0.011265861,1,1,FALSE,FALSE,FALSE,FALSE
 s__Bacteroides_bouchesdurhonensis,0.774557143,-0.328880401,NA,0.168337037,NA,-1.953701972,1,0.063004208,1,1,FALSE,FALSE,FALSE,FALSE
 s__Bacteroides_caccae,0.761225413,-0.371321467,NA,0.249081842,NA,-1.490760884,1,0.146130377,1,1,FALSE,FALSE,FALSE,FALSE
 s__Bacteroides_caecimuris,0.725578995,-0.376921011,NA,0.135638707,NA,-2.778860243,1,0.014782477,1,1,FALSE,FALSE,FALSE,FALSE
 s__Bacteroides_cellulosilyticus,0.855258201,-0.435643111,NA,0.29268255,NA,-1.488449212,1,0.145340878,1,1,FALSE,FALSE,FALSE,FALSE
 s__Bacteroides_clarus,0.785814768,-0.355379194,NA,0.185809432,NA,-1.912600399,1,0.067805427,1,1,FALSE,FALSE,FALSE,FALSE
 s__Bacteroides_congonensis,0.675034141,-0.190807208,NA,0.122233017,NA,-1.561012018,1,0.146811853,1,1,FALSE,FALSE,FALSE,FALSE
 s__Bacteroides_cutis,0.590857938,0.025029492,NA,0.234847048,NA,0.106577842,1,0.915941994,1,1,FALSE,FALSE,FALSE,FALSE
 s__Bacteroides_eggerthii,0.534751989,0.130894775,NA,0.14711656,NA,0.889735156,1,0.382820249,1,1,FALSE,FALSE,FALSE,FALSE
 s__Bacteroides_faecichinchillae,0.621120033,0.059684147,NA,0.210353697,NA,0.283732343,1,0.778952074,1,1,FALSE,FALSE,FALSE,FALSE
 s__Bacteroides_faecis,0.787480766,-0.334006111,NA,0.226005013,NA,-1.477870365,1,0.151455136,1,1,FALSE,FALSE,FALSE,FALSE
 s__Bacteroides_finegoldii,0.787575853,-0.421429369,NA,0.188822258,NA,-2.231883957,1,0.03722272,1,1,FALSE,FALSE,FALSE,FALSE
 s__Bacteroides_fluxus,0.545342209,0.15650424,NA,0.145589426,NA,1.074969823,1,0.305401864,1,1,FALSE,FALSE,FALSE,FALSE
 s__Bacteroides_fragilis,1.20731635,-1.010567529,NA,0.479980597,NA,-2.105434125,1,0.04142305,1,1,FALSE,FALSE,FALSE,FALSE
 s__Bacteroides_fragilis_A,0.24115156,0.599155755,NA,0.330600085,NA,1.81232789,1,0.078774701,1,1,FALSE,FALSE,TRUE,TRUE
 s__Bacteroides_gallinarum,0.463970128,0.156305414,NA,0.321865646,NA,0.485623165,1,0.631463383,1,1,FALSE,FALSE,TRUE,TRUE
 s__Bacteroides_helcogenes,0.050609209,0.794691457,NA,0.429834398,NA,1.848831693,1,0.074701155,1,1,FALSE,FALSE,TRUE,TRUE
 s__Bacteroides_heparinolyticus,0.611521959,-0.189528111,NA,0.110751815,NA,-1.711286734,1,0.130764747,1,1,FALSE,FALSE,FALSE,FALSE
 s__Bacteroides_massiliensis_A,-0.114673779,0.679611604,NA,0.112634074,NA,6.033801117,1,0.001800278,1,1,FALSE,FALSE,FALSE,TRUE
 s__Bacteroides_reticulotermitis,0.20275754,0.355283103,NA,0.143051055,NA,2.483610501,1,0.032342222,1,1,FALSE,FALSE,FALSE,TRUE
 s__Bacteroides_salyersiae,0.844386832,-0.501588765,NA,0.138340664,NA,-3.625750738,1,0.011021041,1,1,FALSE,FALSE,FALSE,TRUE
 s__Bacteroides_sp003865075,0.160214467,0.431576767,NA,0.166264979,NA,2.595716607,1,0.023409997,1,1,FALSE,FALSE,FALSE,TRUE
 s__Bacteroides_sp900766005,1.095079307,-0.811795901,NA,0.461707876,NA,-1.75824573,1,0.085080599,1,1,FALSE,FALSE,TRUE,TRUE
 s__Bacteroides_stercorirosoris,0.696213738,-0.283364879,NA,0.182565351,NA,-1.552128468,1,0.137129646,1,1,FALSE,FALSE,FALSE,FALSE
 s__Bacteroides_stercoris,0.603762171,-0.119537164,NA,0.106830125,NA,-1.118946212,1,0.314018214,1,1,FALSE,FALSE,FALSE,FALSE
 s__Bacteroides_uniformis,1.561576779,-1.492383387,NA,0.50497285,NA,-2.955373517,1,0.004790182,1,1,FALSE,FALSE,FALSE,FALSE
 s__Bacteroides_xylanisolvens,1.440989612,-1.427232142,NA,0.432378739,NA,-3.300884184,1,0.002002185,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Bacteroides_Ash_p1_metabat2_low_PE.015.contigs],0.473404935,0.207965948,NA,0.119558907,NA,1.739443362,1,0.120145977,1,1,FALSE,FALSE,FALSE,TRUE
 s__[Bacteroides_Ash_p2_metabat2_high_PE.013.contigs],0.691951269,-0.258107942,NA,0.150199548,NA,-1.718433551,1,0.105003444,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Bacteroides_Cinder_p1_metabat2_high_PE.017.contigs],1.557955175,-1.67343186,NA,0.499715394,NA,-3.348769881,1,0.002143109,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Bacteroides_Cinder_p2_metabat2_low_PE.021.contigs],0.708188574,-0.333589188,NA,0.140950683,NA,-2.366708564,1,0.035614087,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Bacteroides_Connie_p1_metabat2_high_PE.006.contigs],0.691847547,-0.283782915,NA,0.129349482,NA,-2.193923863,1,0.05955551,1,1,FALSE,FALSE,FALSE,TRUE
 s__[Bacteroides_Elaine_p2_metabat2_high_PE.047.contigs],0.665163515,-0.299723432,NA,0.132322541,NA,-2.265097317,1,0.057894533,1,1,FALSE,FALSE,FALSE,TRUE
 s__[Bacteroides_Escalade_p1_metabat2_low_PE.008.contigs],0.356071978,0.532925646,NA,0.144850083,NA,3.679153189,1,0.002232415,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Bacteroides_Escalade_p2_metabat2_high_PE.010.contigs],0.67700346,-0.337072027,NA,0.176825866,NA,-1.906237102,1,0.093069327,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Bacteroides_Faulkner_p2_metabat2_high_PE.042.contigs],0.81233863,-0.33753805,NA,0.177188097,NA,-1.904970224,1,0.089176404,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Bacteroides_Flurry_p1_metabat2_high_PE.011.contigs],0.724111656,-0.393922458,NA,0.192470504,NA,-2.046664035,1,0.086641258,1,1,FALSE,FALSE,FALSE,TRUE
 s__[Bacteroides_Garnier_p1_metabat2_high_PE.014.contigs],0.704229134,-0.329271303,NA,0.133936041,NA,-2.458421945,1,0.030125361,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Bacteroides_Garnier_p2_metabat2_low_PE.024.contigs],0.407513404,0.170293219,NA,0.10716411,NA,1.589088167,1,0.163141487,1,1,FALSE,FALSE,FALSE,TRUE
 s__[Bacteroides_Garth_p2_metabat2_high_PE.028.contigs],0.763611425,-0.30236912,NA,0.125982649,NA,-2.400085428,1,0.0373102,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Bacteroides_Gatling_p1_metabat2_high_PE.017.contigs],0.929855637,-0.698893152,NA,0.226955,NA,-3.079434918,1,0.005299411,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Bacteroides_George_p2_metabat2_high_PE.035.contigs],0.760952069,-0.623705312,NA,0.121438647,NA,-5.135970536,1,0.001344725,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Bacteroides_Glacier_p1_metabat2_low_PE.032.contigs],0.638721327,-0.162901791,NA,0.133423067,NA,-1.220941741,1,0.250113649,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Bacteroides_Glacier_p2_maxbin2_low_prob.019.contigs],0.9283695,-0.539127349,NA,0.19192861,NA,-2.808999391,1,0.008076791,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Bacteroides_Gold_p1_metabat2_high_PE.003.contigs],0.828355237,-0.486434988,NA,0.208703423,NA,-2.330747535,1,0.026446187,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Bacteroides_Gold_p2_metabat2_high_PE.014.contigs],0.927663579,-0.649956301,NA,0.231627171,NA,-2.806045149,1,0.007951107,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Bacteroides_Jenna_p1_metabat2_low_PE.018.contigs],0.694893325,-0.298209545,NA,0.249269324,NA,-1.196334712,1,0.240935657,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Bacteroides_Jenna_p1_metabat2_low_PE.031.contigs],0.786757071,-0.388367782,NA,0.12723542,NA,-3.052355875,1,0.015764523,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Bacteroides_Juniper_p1_metabat2_high_PE.016.contigs],0.861340792,-0.670670015,NA,0.177342099,NA,-3.781786846,1,0.001809376,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Bacteroides_Juniper_p2_metabat2_high_PE.009.contigs],0.625782479,-0.112134296,NA,0.137624613,NA,-0.814783733,1,0.432482757,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Bacteroides_Kenny_p2_metabat2_high_PE.041.contigs],0.838962811,-0.436660367,NA,0.194899001,NA,-2.240444352,1,0.030044606,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Bacteroides_Mack_p2_metabat2_high_PE.009.contigs],0.873739009,-0.676886128,NA,0.186745412,NA,-3.624646629,1,0.002496266,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Bacteroides_Mya_p2_metabat2_high_PE.003.contigs],0.665362834,-0.185885169,NA,0.187892878,NA,-0.989314609,1,0.33930043,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Bacteroides_Peterbilt_p2_metabat2_high_PE.032.contigs],0.603884004,-0.092302379,NA,0.140685583,NA,-0.656089822,1,0.523209658,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Bacteroides_Pinky_p2_metabat2_high_PE.028.contigs],0.663225853,-0.159308402,NA,0.192371323,NA,-0.828129682,1,0.416909763,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Bacteroides_Reeses_p1_metabat2_low_PE.008.contigs],0.99232331,-0.704669589,NA,0.251713138,NA,-2.799494673,1,0.007512686,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Bacteroides_Reeses_p2_metabat2_low_PE.030.contigs],0.683646378,-0.152703099,NA,0.127454227,NA,-1.198101489,1,0.242575778,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Bacteroides_SAMEA103957795_metabat2_low_PE.009.contigs],0.805995278,-0.508707846,NA,0.19078437,NA,-2.666402101,1,0.013789007,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Bacteroides_Shorty_p1_maxbin2_high_prob.005.contigs],0.731190593,-0.284547664,NA,0.178686137,NA,-1.592443981,1,0.120277554,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Bacteroides_Stewie_p2_metabat2_low_PE.004.contigs],0.737701507,-0.283772403,NA,0.211441233,NA,-1.342086401,1,0.189637621,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Bacteroides_Strait_p1_metabat2_high_PE.013.contigs],0.823250157,-0.482885756,NA,0.154737036,NA,-3.120686343,1,0.005905793,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Bacteroides_Strawberry_p1_maxbin2_high_prob.008.contigs],0.759785807,-0.468086632,NA,0.120292181,NA,-3.891247354,1,0.003003453,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Bacteroides_Tephra_p1_maxbin2_high_prob.023.contigs],0.743269838,-0.364993115,NA,0.105417312,NA,-3.462364074,1,0.010513883,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Bacteroides_Tephra_p1_metabat2_high_PE.005.contigs],0.784462741,-0.443514493,NA,0.165441632,NA,-2.680791329,1,0.015795355,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Bacteroides_Tephra_p2_metabat2_high_PE.011.contigs],0.88003626,-0.527377231,NA,0.260116006,NA,-2.027469357,1,0.048698129,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Bacteroides_Tibetan_p1_metabat2_high_PE.018.contigs],0.760459336,-0.35498579,NA,0.193854177,NA,-1.831200108,1,0.076395582,1,1,FALSE,FALSE,FALSE,TRUE
 s__[Bacteroides_Tibetan_p2_metabat2_low_PE.003.contigs],0.792292178,-0.404341518,NA,0.112153396,NA,-3.605254349,1,0.00867885,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Bacteroides_UncleJesse_p2_metabat2_low_PE.015.contigs],0.792737004,-0.374662158,NA,0.251791726,NA,-1.487984389,1,0.143434187,1,1,FALSE,FALSE,FALSE,FALSE
 s__Bacteroides_E_coprosuis,0.526274148,0.090332372,NA,0.303031515,NA,0.298095636,1,0.767033322,1,1,FALSE,FALSE,FALSE,FALSE
 s__[CAG-462_Cinder_p2_metabat2_low_PE.026.contigs],0.712573134,-0.320681008,NA,0.130722586,NA,-2.453141562,1,0.021480156,1,1,FALSE,FALSE,FALSE,FALSE
 s__[CAG-462_Glacier_p2_metabat2_low_PE.019.contigs],0.825030831,-0.684067559,NA,0.110797164,NA,-6.174052991,1,0.001623771,1,1,FALSE,FALSE,FALSE,FALSE
 s__Other_37,0.633580753,-0.142915239,NA,0.180267578,NA,-0.792795023,1,0.435356825,1,1,FALSE,FALSE,FALSE,FALSE
 s__Other_38,0.608396624,-0.064778879,NA,0.125651658,NA,-0.51554337,1,0.618597389,1,1,FALSE,FALSE,FALSE,FALSE
 s__Paraprevotella_clara,0.717647733,-0.253368901,NA,0.107973883,NA,-2.346575808,1,0.035451598,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Paraprevotella_Ash_p1_metabat2_high_PE.021.contigs],0.767873087,-0.37619583,NA,0.155044233,NA,-2.426377444,1,0.023898369,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Paraprevotella_Belle_p2_maxbin2_low_prob.018.contigs],0.823872125,-0.424064184,NA,0.137596566,NA,-3.081938724,1,0.008745577,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Paraprevotella_Faulkner_p2_maxbin2_low_prob.036.contigs],0.885005055,-0.644202295,NA,0.15822627,NA,-4.071399109,1,0.002245119,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Paraprevotella_Garth_p1_metabat2_low_PE.037.contigs],0.47035081,0.93527049,NA,0.170848331,NA,5.474273492,1,0.001551699,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Paraprevotella_Monroe_p1_maxbin2_low_prob.001.contigs],0.540349596,0.078905213,NA,0.116341527,NA,0.678220531,1,0.522913348,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Paraprevotella_Reba_p2_maxbin2_low_prob.007.contigs],-0.22807959,1.301349118,NA,0.54312642,NA,2.396033538,1,0.02174434,1,1,FALSE,FALSE,TRUE,TRUE
 s__[Paraprevotella_Red_p2_maxbin2_low_prob.005.contigs],0.789627826,-0.337915062,NA,0.215239897,NA,-1.569946216,1,0.132931883,1,1,FALSE,FALSE,FALSE,TRUE
 s__[Paraprevotella_Reeses_p1_maxbin2_low_prob.025.contigs],0.535179514,0.150522612,NA,0.195803533,NA,0.768743082,1,0.452594159,1,1,FALSE,FALSE,FALSE,TRUE
 s__[Paraprevotella_SAMEA103957795_metabat2_high_PE.007.contigs],0.72794579,-0.209688034,NA,0.260567842,NA,-0.804734893,1,0.42800237,1,1,FALSE,FALSE,FALSE,TRUE
 s__[Paraprevotella_Scrappy_p2_maxbin2_low_prob.034.contigs],0.808259769,-0.395706918,NA,0.210771407,NA,-1.877422195,1,0.07590028,1,1,FALSE,FALSE,FALSE,TRUE
 s__[Paraprevotella_Tibetan_p1_maxbin2_low_prob.035.contigs],0.706452198,-0.182418162,NA,0.297546469,NA,-0.61307453,1,0.544299144,1,1,FALSE,FALSE,FALSE,TRUE
 s__Other_39,1.056858668,-0.688354375,NA,0.255133712,NA,-2.698014188,1,0.012086582,1,1,FALSE,FALSE,FALSE,TRUE
 s__Phocaeicola_barnesiae,1.033361713,-0.604475987,NA,0.1825232,NA,-3.311776188,1,0.004123896,1,1,FALSE,FALSE,FALSE,TRUE
 s__Phocaeicola_coprocola,0.74323907,-0.455151318,NA,0.179370175,NA,-2.53749721,1,0.026057897,1,1,FALSE,FALSE,FALSE,FALSE
 s__Phocaeicola_dorei,1.041610976,-0.733464223,NA,0.571177515,NA,-1.28412657,1,0.206674055,1,1,FALSE,FALSE,FALSE,FALSE
 s__Phocaeicola_mediterraneensis,1.303091044,-1.160942771,NA,0.799775617,NA,-1.451585602,1,0.154614246,1,1,FALSE,FALSE,FALSE,FALSE
 s__Phocaeicola_plebeius,0.976548428,-0.782348527,NA,0.211648873,NA,-3.696445506,1,0.002154719,1,1,FALSE,FALSE,FALSE,FALSE
 s__Phocaeicola_sp900066445,0.768218804,-0.321529319,NA,0.142115088,NA,-2.262457304,1,0.064330631,1,1,FALSE,FALSE,FALSE,FALSE
 s__Phocaeicola_vulgatus,0.789513016,-0.379818325,NA,0.276102743,NA,-1.375641262,1,0.179838492,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Phocaeicola_Ash_p1_metabat2_low_PE.021.contigs],0.857030453,-0.519906632,NA,0.135179996,NA,-3.846032294,1,0.002326852,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Phocaeicola_GCF_016902245.1],0.848465353,-0.550640187,NA,0.122173366,NA,-4.507039498,1,0.001473964,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Phocaeicola_GCF_016902295.1],0.973553766,-0.730647017,NA,0.210678884,NA,-3.468060037,1,0.003766925,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Phocaeicola_GCF_016902515.1],0.726721637,-0.420200006,NA,0.201922243,NA,-2.080999103,1,0.071004819,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Phocaeicola_Garnier_p1_metabat2_high_PE.015.contigs],1.472030144,-1.312135249,NA,0.429245571,NA,-3.056840506,1,0.004026371,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Phocaeicola_Garth_p1_metabat2_high_PE.027.contigs],1.059401156,-0.754929499,NA,0.761780172,NA,-0.991007021,1,0.326756889,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Phocaeicola_Red_p1_metabat2_high_PE.030.contigs],0.485072992,0.035614809,NA,0.133982806,NA,0.265816262,1,0.795780569,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Phocaeicola_Snoopy_p1_metabat2_high_PE.014.contigs],0.61663846,-0.103838288,NA,0.111419795,NA,-0.931955477,1,0.37136321,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Phocaeicola_Strait_p1_metabat2_low_PE.007.contigs],0.570662292,-0.116866907,NA,0.166094137,NA,-0.703618501,1,0.495097044,1,1,FALSE,FALSE,FALSE,FALSE
 s__Other_40,0.298596358,0.395763602,NA,0.110353627,NA,3.586321643,1,0.011554877,1,1,FALSE,FALSE,FALSE,TRUE
 s__Prevotella_albensis,0.774992992,-0.38037614,NA,0.195743234,NA,-1.943240298,1,0.06979398,1,1,FALSE,FALSE,FALSE,FALSE
 s__Prevotella_bergensis,0.354646607,0.44168326,NA,0.137658867,NA,3.208534758,1,0.009355264,1,1,FALSE,FALSE,FALSE,FALSE
 s__Prevotella_bryantii,0.541773435,0.098414114,NA,0.113032712,NA,0.870669321,1,0.412795029,1,1,FALSE,FALSE,FALSE,FALSE
 s__Prevotella_copri,1.371615758,-1.261904353,NA,0.563531993,NA,-2.239277217,1,0.02935817,1,1,FALSE,FALSE,FALSE,FALSE
 s__Prevotella_ihumii,0.928391011,-0.618149008,NA,0.155866398,NA,-3.965890118,1,0.002211617,1,1,FALSE,FALSE,FALSE,FALSE
 s__Prevotella_multisaccharivorax,0.73441281,-0.342656249,NA,0.202489193,NA,-1.692219937,1,0.106939204,1,1,FALSE,FALSE,FALSE,FALSE
 s__Prevotella_seregens,0.613538374,-0.09489592,NA,0.262712946,NA,-0.361215241,1,0.722663931,1,1,FALSE,FALSE,FALSE,FALSE
 s__Prevotella_sp002251295,0.59437356,0.166672078,NA,0.144618523,NA,1.152494677,1,0.27880953,1,1,FALSE,FALSE,FALSE,FALSE
 s__Prevotella_sp002251385,0.656884886,-0.295847977,NA,0.126780273,NA,-2.333548983,1,0.0478956,1,1,FALSE,FALSE,FALSE,FALSE
 s__Prevotella_sp900557255,0.919927423,-0.647536931,NA,0.289021433,NA,-2.240446056,1,0.036003662,1,1,FALSE,FALSE,FALSE,FALSE
 s__Prevotella_stercorea,0.740208032,-0.374712971,NA,0.226174773,NA,-1.656740782,1,0.11399323,1,1,FALSE,FALSE,FALSE,FALSE
 s__Prevotellamassilia_sp000437675,1.052378422,-0.698420133,NA,0.525537528,NA,-1.328963388,1,0.189553164,1,1,FALSE,FALSE,FALSE,TRUE
 s__Prevotellamassilia_sp900541335,0.352995379,0.300208447,NA,0.318503711,NA,0.942558711,1,0.351860845,1,1,FALSE,FALSE,TRUE,TRUE
 s__[Prevotellamassilia_Ed_p2_maxbin2_high_prob.003.contigs],0.900825696,-0.49088306,NA,0.214984722,NA,-2.283339283,1,0.048297997,1,1,FALSE,FALSE,FALSE,TRUE
 s__[Prevotellamassilia_Faulkner_p2_maxbin2_low_prob.017.contigs],0.873299502,-0.436961179,NA,0.223045209,NA,-1.959070005,1,0.078557404,1,1,FALSE,FALSE,TRUE,TRUE
 s__[Prevotellamassilia_Freddie_p1_maxbin2_high_prob.018.contigs],0.872188935,-0.435295328,NA,0.239439012,NA,-1.817979968,1,0.099103275,1,1,FALSE,FALSE,FALSE,TRUE
 s__[Prevotellamassilia_Freddie_p2_metabat2_high_PE.021.contigs],0.310799607,0.359566609,NA,0.194310112,NA,1.850478112,1,0.101402213,1,1,FALSE,FALSE,FALSE,TRUE
 s__[Prevotellamassilia_Garth_p2_metabat2_high_PE.015.contigs],0.952579884,-0.659710349,NA,0.113046025,NA,-5.835767743,1,0.002089525,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Prevotellamassilia_Glacier_p1_maxbin2_low_prob.005.contigs],0.29025819,0.426989607,NA,0.126850084,NA,3.366096362,1,0.015115216,1,1,FALSE,FALSE,FALSE,TRUE
 s__[Prevotellamassilia_Glacier_p2_maxbin2_low_prob.031.contigs],0.586975798,0.134856607,NA,0.120273315,NA,1.121251268,1,0.291205493,1,1,FALSE,FALSE,FALSE,TRUE
 s__[Prevotellamassilia_Mya_p2_metabat2_high_PE.022.contigs],0.464441994,0.171133827,NA,0.147879128,NA,1.157254768,1,0.285127317,1,1,FALSE,FALSE,FALSE,TRUE
 s__[Prevotellamassilia_Reeses_p1_maxbin2_low_prob.019.contigs],0.488439571,0.166055409,NA,0.218635157,NA,0.759509182,1,0.457951479,1,1,FALSE,FALSE,FALSE,TRUE
 s__Barnesiella_intestinihominis,0.981208962,-0.584876602,NA,0.316767644,NA,-1.846389973,1,0.089634019,1,1,FALSE,FALSE,FALSE,TRUE
 s__Barnesiella_viscericola,0.695054721,-0.487279674,NA,0.123408834,NA,-3.948499145,1,0.010867045,1,1,FALSE,FALSE,FALSE,FALSE
 s__Butyricimonas_virosa,0.297403923,0.300647392,NA,0.146540789,NA,2.051629406,1,0.079339353,1,1,FALSE,FALSE,TRUE,TRUE
 s__Odoribacter_laneus,1.234059105,-0.753089687,NA,0.161785054,NA,-4.654878002,1,0.00232848,1,1,FALSE,FALSE,TRUE,TRUE
 s__CAG-279_sp900541935,0.886492703,-0.641666568,NA,0.218707464,NA,-2.933903381,1,0.013595175,1,1,FALSE,FALSE,FALSE,TRUE
 s__Muribaculum_sp002492595,0.938730534,-0.805297167,NA,0.143125011,NA,-5.626529975,1,0.00134762,1,1,FALSE,FALSE,FALSE,FALSE
 s__Other_46,0.711800269,-0.019260337,NA,0.130712652,NA,-0.147348685,1,0.886502667,1,1,FALSE,FALSE,FALSE,TRUE
